timestamp_derived,log_record_type,request_id,organization_id,organization_name,organization_status,organization_edition,organization_country_code,organization_language_locale,organization_time_zone,organization_instance,organization_type,cloned_from_organization_id,user_id_token,user_type,url,package_id,package_version_id,managed_package_namespace,custom_entity,custom_entity_type,operation_type,operation_count,request_status,referrer_uri,session_key,login_key,user_agent,user_country_code,user_time_zone,api_type,api_version,rows_processed,request_size,response_size,http_method,http_status_code,num_fields,run_time,cpu_time,db_total_time,db_blocks,db_cpu_time,visualforce_page_exec_time,app_name,page_app_name,page_context,ui_event_source,ui_event_type,ui_event_sequence_num,target_ui_element,parent_ui_element,page_url,prevpage_url,class_name,method_name,event,event_subscriber,event_count,apex_exec_time,apex_callout_time,entry_point,quiddity,num_soql_queries,stack_trace,bulk_job_id,bulk_batch_id,bulk_operation
2021-11-16T22:58:26.017Z,LightningInteraction,TID:100060900004c8bce7,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,tagitapp:tagIt,LightningComponent,,,,,,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,,,,,,,one:one,Service,one:recordHomeFlexipage2Wrapper,componentTracker,system,28,default,component,/lightning/r/Account/001B000001NnfQlIAJ/view,,,,,,,,,,,,,,,
2021-11-16T23:01:16.649Z,ApexExecution,4fVd6fZIce42TP-qbx5li-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,156,58,39,,,,,,,,,,,,,,,,,,,2,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T22:58:24.487Z,ApexExecution,TID:82420900000d070d48,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,D1y6r73UCR38zMSA,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,59,35,15,,,,,,,,,,,,,,,,,,,2,0,TagHelper.getUserRecordAccess,L,1,,,,
2021-11-16T23:03:17.270Z,ApexExecution,4fVdDh9T3upjEpmt-SL3e-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,87,62,14,,,,,,,,,,,,,,,,,,,2,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T23:03:58.404Z,ApexExecution,4fVdG5WOm4gK9Kmt-SUG--,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,54,40,13,,,,,,,,,,,,,,,,,,,2,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T23:03:20.576Z,ApexExecution,4fVdDtXR0Ry0Qe-qbvwxo-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,77,53,14,,,,,,,,,,,,,,,,,,,2,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T23:03:53.159Z,ApexExecution,4fVdFmpnj7OgL9-qbx2Re-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,96,45,13,,,,,,,,,,,,,,,,,,,3,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T23:02:51.241Z,ApexExecution,4fVdCB8mxGQRqe-qbvreY-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,95,62,14,,,,,,,,,,,,,,,,,,,4,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T23:01:29.527Z,ApexExecution,4fVd7Qh72JUhUP-qbvxXF-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,110,62,22,,,,,,,,,,,,,,,,,,,42,0,VF- /apex/tagitapp__TagitVF,V,2,,,,
2021-11-16T23:03:23.640Z,ApexExecution,4fVdE3_erqDXyP-qbvXfB-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,169,81,18,,,,,,,,,,,,,,,,,,,32,0,VF- /apex/tagitapp__TagitVF,V,2,,,,
2021-11-16T23:01:59.357Z,ApexExecution,4fVd99oQadorZ9-qbvTdk-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,112,57,12,,,,,,,,,,,,,,,,,,,2,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T23:01:25.128Z,ApexExecution,4fVd7A1rjje9ppmt-STpm-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,183,66,17,,,,,,,,,,,,,,,,,,,113,0,VF- /apex/tagitapp__TagitVF,V,2,,,,
2021-11-16T22:58:24.489Z,ApexExecution,TID:8218690000a2db0384,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,D1y6r73UCR38zMSA,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,58,35,18,,,,,,,,,,,,,,,,,,,1,0,TagHelper.getTags,L,1,,,,
2021-11-16T22:58:24.552Z,ApexExecution,TID:8241000000211bc476,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,D1y6r73UCR38zMSA,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,47,26,37,,,,,,,,,,,,,,,,,,,2,0,TagHelper.getAccountTags,L,1,,,,
2021-11-16T23:04:02.350Z,ApexExecution,4fVdGK6SJ2GjJKmt-SL3e-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,,0333h000000HNlV,04t1R000001MSgE,tagitapp,TagHelper,ApexClass,,,,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,73,31,11,,,,,,,,,,,,,,,,,,,5,0,VF- /apex/tagitapp__TagitVF,V,1,,,,
2021-11-16T22:58:04.243Z,URI,TID:1457190000c42d94d2,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,/aura,0333h000000HNlV,04t1R000001MSgE,tagitapp,Object_Tag,CustomObject,READ,2,,,D1y6r73UCR38zMSA,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,,,,,,136,57,77535416,1245,30,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-16T23:01:59.367Z,VisualforceRequest,4fVd99oQadorZ9-qbvTdk-,00DB0000000KhOB,Salesforce.com Inc,Free,Developer Edition,US,en_US,America/Los_Angeles,GS0,Production,,005-FNjri6G/P0vCTjdUXLagRKUzIqaz7EWp+Rf1XcvQ1ZM=,Standard,/apex/tagitapp__TagitVF,0333h000000HNlV,04t1R000001MSgE,tagitapp,/apex/tagitapp__TagitVF,VisualforcePage,,,S,,1WpY7gxxy/05Da7w,ZwusmvGggXPIxWaA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",US,America/Chicago,,,,-1,37824,,,,127,65,25030748,1160,10,109,,,,,,,,,,,,,,,,,,,,,,,,
